,labels,lenths,contents
231,3,40,5588 买 几天 降价 找 客服 成功 补 差价 拿到 手 算是 那卡针 那纸 轻轻 取卡针 坏 鬼 害怕 激活 进不去 换 苹果 id 激活 卡 关键 更新 系统 好多 说 续航 吐槽 充电 太慢 特别 慢 ！ ！ ！
232,5,1,不错
233,3,17,功能 懂用 快捷 操作 健 手机 有时候 自动关机 状态 几秒 跳 回主 页面 懂 ？ 请 解答
234,1,2,物流 太慢
235,5,3,东西 确实 不错
236,3,4,早上 买 下午 降价
237,1,5,手机 续航 能力 太 差
238,5,9,老婆 喜欢 漂亮 漂亮 漂亮 漂亮 漂亮 漂亮 漂亮
239,1,7,屏幕 两条 划痕 关键 京东 给予 退换货
240,5,14,手机 收到 官 网查 正品 一切正常 实体店 便宜 好几百 大洋 值得 信赖 购物 网站
241,1,9,失望 不到 一个月 手机 死机 麻烦 解决 一点 速度
242,2,43,实话 买手机 一点 开心 拍下 明明 送 花雕 壳子 拍 下过 五分 多钟 付款 付款 送 花雕 壳子 每次 问 客服 同一个 每次 重复 确实 很烦 算了 实体店 买 壳子 算了 下次 实体店 买手机 拿出 贴膜 发现 屏幕 两处 灰 点点 算了 ！
243,3,79,以往 体验 买 苹果 手机 失望 第二天 自动关机 第三天 次 京东 申请 售后 至少 拖 一周 解决 气愤 忐忑 惊喜 第二天 上门 收回 机 第三天 新机 发回 过程 流畅 迅捷 全程 电话 短信 沟通 售后 人员 物流 人员 态度 发回 新机 打来 电话 提供 绿色 服务 通道 心中 担忧 放下 京东 服务 点赞 ！ 苹果 产品 越来越 失望 苹果 笔记本电脑 屏幕 幸好 保修期 维修 送到 省城 送 取 请 两天 假 损失 负责 ？ ！ 买 苹果 产品 三思
244,5,2,爱上 苹果机
245,1,5,发票 ？ 选 纸质 ？
246,3,6,电池 耐用 下单 星期 降价 00
247,5,8,2999 入手 购买 挺 喜欢 内存 不错 服务态度
248,3,12,特别 地方 质量 买 20 天 降 00 价保 天 坑 ！
249,3,7,几个 软件 一用 闪屏 手机 关机 充电
250,2,4,收到 盒子 真让人 心碎
251,5,18,第一次 京东 买手机 苹果 手机 ！ 速度 说 一如既往 ！ 到手 暂时 发现 ！ 希望 京东 hellip hellip
252,3,20,买回来 手机 玩 屏幕 卡抖 王者 切微 信得 秒左右 完 更新 系统 不卡抖 打电话 打久 自动 挂掉 信号 重启 想
253,3,8,屏幕 好用 ： 屏幕 敏感 只能 三个 星
254,1,129,第一次 月 日 购买 月 日 中午 到货 年 生产 苹果 官网 序列号 查询 保修 到期日 明年 月 23 日 咨询 京东 客服 说 购买 发票 发邮件 苹果 技术 更新 保修 到期日 苹果 技术 回复 更新 苹果 保修 只能 首次 零售 购买 日 算 这台 二次 销售 月 23 日 激活 第一个 买家 退货 回去 京东 包装 销售 果断 退货 名副其实 ！ 京东 同意 退货 说 正品 正面 回应 手机 二次 销售 情况 欺骗 消费者 消费者 几千块 钱 买 新手机 京东 发二 手机 京东 补偿 ！ 退货 购买 月 号 下单 月 日 到货 激活 年 生产 序列号 查 保修 到期日 明年 月 日 保修 到期 时间 激活 那天 ？ 咨询 几位 朋友 买 苹果 时 时间 激活 那天 买 ！ ？ 欺骗 感觉 阴影 ！ ！ ！ ！
255,1,9,手机 太脆 保护套 手 拿稳 掉 桌子 德行 ！
256,5,7,不错 太重 沉甸甸 轻 n 玻璃 太重
257,3,9,注册 账号 弄 特别 麻烦 苹果 客服 打电话 解决
258,1,47,京东 买 东西 越来越 恶心 发了 期 免息 券 支付 说 支付 受到限制 不让 地址 改成 支付 问 客服 说 保护 利益 保护 不让 买 东西 ？ 支付 问 改 地址 说 改 明明 发货 改 ？ 后台 工作人员 吃干饭 推诿 扯皮 京东 净玩 套路 购物 体验
259,5,7,物流 给力 隔天 到手 购买 体验 不错
260,3,13,做工 太差 甩 图 看吧 n 一图 玻璃 激活 发现 本来 缝隙 想着
261,5,5,漂亮 对红黑 独爱 ！ ！
262,5,12,一如既往 力 买过 678X 当天 下单 送达 弟弟 买 6sP 机型 ！
263,1,10,手机 收到 试用 两天 屏幕 一道 0mm 大小 轻微 划痕
264,1,38,7.8 年 买 东西 京东 实体店 购买 评价 买 苹果 手机 苹果 专卖店 买个 手机套 贴膜 店员 聊 两句 说 帮 检查一下 手机 真 假 一检 系统 测试版 手机 二次 销售 气得 脸 绿 吸取教训 买 实体店 购买
265,2,11,刚刚 买 降 300 坑 想加 钱 换个 56G 不行 ！
266,3,13,不想 说 手机 毛病 买 天 过后 降价 真的 无奈 找 客服 答复
267,3,7,聊天 时 外放 有破音 手机 震动 原因
268,1,4,买 几天 充电器 充不电
269,5,7,物流 很快 拿到 手机 研究 中 ！
270,5,4,一如既往 双摄 真的 强大
271,3,6,播放 视频 有次 次 声音 打电话
272,3,6,手机 太多 ！ 翻新 机 ！
273,5,15,说 物流 中 客户 快点 给钱 催 半天 客户 说 说 快点 给钱 货到付款 弄
274,5,4,不错 物流 天才 好慢
275,5,20,功能 没话说 买 64G 安装 软件 不卡 ！ 人面 识 siri 暂时 不多 做 评价 电磁 充 ！ 测试 ！
276,1,29,有人 ？ 去年 买 7p 自营 刚刚 好过 保 （ 一年 ） 机子 玩游戏 发热 发热 卡 卡得 想 砸 （ 充电 边玩 ） 亮度 调 卡顿 hellip hellip
277,5,10,做 活动 买 便宜 ！ 红色 漂亮 ！ 发货 ！
278,1,13,买来 送人 京东 保价 天 算 很准 买 完 第七天 降价 200 ！
279,3,10,价格 一降 降 6s 换 8p 边框 缝隙 暂时 发现
280,3,4,无力 吐槽 刚买 降价
281,2,19,刚买安卓机 时 手机 不卡 手机 刚买 卡 看个 游戏 比赛 旧安卓机 画质 效果 差 下次 多花点 钱 实体店 买
282,1,24,老婆 买 手机 耳机 声音 外观 本来 自然 坏 假 耳机 去年 月份 苹果 7p 耳机 掉 水里 踩 没坏 怀疑 配件 耳机 假
283,5,16,手机 一段时间 很卡 期限 半个 月 一个月 买 iPhoneX iPhone6 准 那样的话 兴许 买 买 耐用
284,3,44,手机 外形 瑕疵 美感 两天 电池 耐用 运行 流畅 玩游戏 音质 低音 回响 效果 很棒 出色 ！ n 接受 事情 n 手机信号 特别 不好 稳定 ！ 两格 信号 很难 满格 信号 情况 所在地 OPPO 手机 测试 信号 满格 n 暂时 未 发现 毛病 一段时间
285,1,36,差评 号 凌晨 立减 489 699 入手 几个 小时 号 上午 立减 689 同一天 价格 申请 保价 客服 推脱 说 新 订单 手机 24 小时 之内 只能 购买 不让 下单 客服 理由 保价 一星 快递 一星
286,5,21,实体店 看过 京东 买 京东 价格 优惠政策 质量 保证 月 感觉 不错 质量保证 正品 京东 自营 店 可靠 高 值得 表扬
287,5,3,还行 价格 优势
288,1,5,刚买 两天 降价 几个 ！
289,5,7,一个月 手机 变慢 手机 耗电 9% 自动关机
290,1,3,发票 单据 ？
291,5,5,感觉 还好 说 喜欢 颜色
292,3,6,送过来 查询 激活 几天 情况 谱
293,2,3,不怎么样 屏幕 黑点
294,5,6,包装 完好 国行 比官 网 便宜
295,3,28,手感 7p 金属 差 性能 不用说 肯定 提升 喜欢 金属 质感 追求 无线 充电 ？ 真的 懂 无线 充电 提升 电池容量 行 ？ 一体式 更好 一代 真的 不行
296,5,124,手机 不错 想 换 苹果 X 逃宝 实体店 选择 京东 京东 差评 一会 买 感受 想 买 朋友 看一看 n1 说 快递 效率 特地 赶在 11 点 下单 10 40 12 点 打包 第二天 早上 点 快递 小哥 叫醒 n2 性能 差评 说 激活 发热 激活 发热 一点 手机 发热 手机 说 卡顿 只用 一会 后续 卡顿 反正 暂时 流畅 面部 解锁 很快 解开 下载 东西 不用 输 密码 不错 n3 摄像头 说 摄像头 灰 回来 第一件 事 摄像头 灰 n4 客服 态度 挺不错 查 序列号 小心 看成 o 查 十多次 查不到 买到 假 找 客服 客服 耐心 讲解 仔细 发现 确实 n 电量 买回来 并不知道 电 耐用 耐用 反正 感觉 充电 挺慢 充了 小时 分 电 边充 边玩 缘故 后续 看吧 体验 追
297,3,34,关机 充电 一插 电源 自动开机 上网 慢微信 网页 信号 弱 每次 开机 蓝牙 必开 闪退 京东 电话 人品 双十 便宜 太 太 毛病 忍受 不用 隔天 到货 老妈 买 小米 毛病 一堆 总体 中等
298,2,13,想 说 6s 差 卡得 流畅 买来 第二天 降价 不保 醉 不买 ！
299,1,104,原本 京东 自营 速度 服务 多花 好几百 放弃 店送 东西 包括 无线 充电器 京东 自营 抢到 退 说 第二天 送到 晚上 两点 我要 回 北京 能到 原本 小时 路程 途中 整整 耽误 换个 地址 换 济南 收货 我车 误 找 客服 好几个 客服 皮 全是 设置 官话 东西 放在 派送 点 取 楼下 听 给我发 地方 收货 我花 打车 拿到 快递 盒子 烂 工作人员 分拣 啪啪 摔 起码 七八千 手机 京东 工资 七八千 放在眼里 ？ 找 客服 推脱 没人管 官 网查 保修期 年 月 结束 问 情况 说 手机 这买 制度 官网 制度 手机 录像 闪 录 东西 闪 hellip hellip hellip 京东 漂了
300,1,1,啊啊啊
301,3,3,下载 软件 特慢
302,1,41,大伙 千万别 买 买 第二个 华为 三天 死 四次 机 退 买 充电 充不 卡 百分比 动 不用 说 换 数据线 吹 吹 充电 口 3GS 退 检测 返场 手机 ？ 失望 透 大伙 千万别 京东 买手机 直营店 贵 几个 钱
303,5,3,物流 包装 完整
304,1,5,买 不到 天 降 200
305,1,11,质量 太 差 不让 换货 刚买 手机 刮痕 还觉 挺 买
306,2,11,手机 确实 行货 正品 可惜 八天 降价 二百对 消费 太 负责
307,1,50,给星 是因为 快递 小哥 服务 真的 太好了 想 买手机 买 正品 好货 特意 京东 自营 店买 万万 没想到 第一 时间 及时发现 仔细 过后 发现 手机 右上角 包边 内侧 痕迹 手机 暂时 发现 手机 追加 第一次 评论 心情 真的 不好 商家 卖 东西 手机 厂商 希望 京东 自营 店能 圆满 答复
308,2,14,手机 全新 未激活 未 拆封 差评 降价 10.31 号 买 11.0 便宜 几百块 哭哭
309,3,33,物流 速度 满意 ！ 拿到 产品 无语 ！ 强迫症 每买 新 东西 回来 仔细 扫描 一遍 发现 屏幕 夹 一条 毛线 ！ 机子 激活 客户 说 返修 退换 ！ 超无语 ！ ！ ！
310,5,2,值得 拥有
311,5,11,星期 回来 检查 正品 价格比 实体店 便宜 第一次 京东 买手机 感觉
312,3,5,手机 周边 缝隙 客服 服务态度
313,2,10,分给 苹果 别针 锋利 刀片 n 美国 估计 发大财 ！
314,2,50,外观 打开 收到 掉 漆 边部 一小块 缺口 京东 购物 特别 失望 618 买 本来 说 第二天 下午 准时 达 点到 六点 之间 十一点 N 电话 到货 失望 ！ ！ 特别 失望 ！ 第二天 收到 打开 缺陷 手机 激活 不想 换货 希望 京东 接受 答复 购物 很火 ！ ！ ！
315,3,4,喜欢 苹果 老婆 买
316,3,19,第一次 买 苹果 手机 屏幕 太大 流行 屏 收集 两边 跑马 满意度 n 京东 版本 相当于 港版 支持 电信
317,1,0,
318,5,8,不错 手机 手机 外观 手感 很棒 系统 好评
319,5,18,第一次 网购 手机 买来 实体店 验证 确认 无误 正版 京东 值得 信赖 特意 一周 评论 预想 完美 购物
320,5,2,打电话 变样
321,1,15,鬼 20 多天 手机 质量 不敢恭维 京东 商品 质量 差 失望 几千块 十五天 维修 够
322,1,2,垃圾 物流
323,1,25,� K � � 京 � � I � z � � 手 � C � � � 瞎掰 � � 子 � � 白活
324,3,6,手机 做得好 ！ 电池 掉电 太快
325,3,8,买来 送 爱人 挑 毛病 装逼 还行 ！
326,5,25,性价比 高 一款 手机 6S 两年 前 京东 买 挺 对象 买 买 128 价格便宜 买 六千多 64 128 三千多 发货 速度 满意 正品 行货
327,2,4,只能 说 做工 太差
328,5,3,老婆 弄 ！
329,3,1,没用
330,3,4,感觉 没什么 惊艳 地方
331,3,2,一般般 ！
332,5,8,挺不错 ！ 外观 手感 不错 喜欢 拍摄 效果
333,3,2,闪屏 原因
334,5,11,行货 运行 满意 购物 京东 失望 ； 瑕疵 包装 伤损 接受
335,5,3,发现 喜欢 颜色
336,5,2,隔天 准时到达
337,5,3,颜色 好看 手感
338,2,27,真的 图 便宜 做工 粗糙 运行 卡顿 感觉 买 假 苹果 本来 忐忑 降价 多会 猫腻 真 搞 假 苹果 激活 不让 退 行 当买 教训 拉
339,5,3,不错 买 第二个
340,3,8,手机 左上角 点击 不灵敏 要点 几下 郁闷 ！
341,5,9,上午 下单 下午 京东 快递 激活 相 京东 品质
342,5,24,手机 上官 网查 正品 机子 真的 烫 一会 热 好像 通病 只能 带壳 隔 热 还好 暖屏 发现 挺舒服 一点 卡 想象 再用 看吧
343,5,5,网络 特别 卡 信号 不好
344,3,3,好像 开机 卡
345,1,26,同胞 月 号 买 手机 月 号 坏掉 开 机 正规 苹果 店 不予 保修 ！ 东 客服 未 给予 解决 购买 慎重 hellip hellip ！
346,3,7,不错 刚买过 天 降价 京东 真的 做生意
347,1,11,才刚 买 没多久 掉价 厉害 真心 顾客 心寒 掉 整整 八百块
348,3,5,说 ！ 感觉 想象 中
349,5,2,真心 不错
350,5,3,不错 颜色 好看
351,5,28,第二次 京东 买 iPhone 感觉 款 手机 没什么 特色 像是 iPhone7 升级版 A11 处理器 加成 流畅 玩 爽 ！ 一经 好长时间 没什么 续航 力 深度 痴迷 好几 充
352,1,3,快递 到手 右下角
353,5,7,满意 手机 京东 买 质量 杠杠 ！
354,5,5,机子 棒 第二个 x 完美
355,5,13,全 网通 电信卡 信号 网速 给力 礼品 手机 壳 钢化 膜 裸奔 几天
356,5,7,送货 速度 包装 完好 充电 时 发烫
357,3,4,64 用久 卡 ！
358,5,90,收到 全新 手机 原封 太 仔细 缝隙 开机 11.02 版本 iPhone6 转 iPhone8 习惯 第一个 按下 home 键 两天 依然 不好 home 苹果 上用 估计 iPhone 重了 沉甸甸 第三 圆弧 边远 iPhone 直角 稳 优点 速度 屏幕 更大 细腻 不太 习惯 turetone 屏幕 （ 开着 感觉 偏黄 ） 拍照 水准 档次 无线 充电 试 车载 磁贴 手机 支架 貌似 磁贴 贴 影响 充电 充电器 标准 W 头 苹果 快速 充电 问 苹果 客服 傻子 一问三不知 支持 快充 估计 临时工 n 拿到 iPhone8 新鲜感 卡 越来越 APP 抛弃 至少 再战 一年
359,5,9,今天上午 收到 下午 激活 感觉 先 一段时间 后期 追评
360,3,40,人生 第一次 苹果 ！ 特意 手机 收到 段时间 评价 没什么 毛病 ！ 挺舒服 顺手 ！ 左边 扬声器 声音 太小 ！ ！ 用手 挡住 右边 扬声器 ！ 听 不到 声音 ！ 请问 这是 啥子 情况 ？ 办法 解决 ！ 三星 ！
361,5,11,第二次 购买 京东 品质 物流 很快 京东 商城 网购 给力 ！
362,3,17,手机 买 几天 价格 跳水 七百 块 购买 一双 鞋 第一次 买 苹果 手机 真的 失望 三分
363,1,118,前天 买 今天上午 降价 申请 价保 驳回 说 赠品 ！ 截图 找 京东 客服 京东 客服 查证 说 缺货 支持 价保 半小时 第三次 找 客服 理论 查证 价格 恢复 原价 价保 ！ 京东 越来越 乱 潜规则 太多 变动 价格 消费者 承担 差价 损失 ！ 京东 整顿 只会 越来越 消费者 失望 想 问 ： 购买 商品 价保 期限内 ？ 购买 商品 价保 期间 降价 ？ 说 缺货 支持 价保 说 截图 比价 新 订单号 原 订单号 比价 想想 第一次 遇见 事 ？ 好端端 订单 新 订单号 找 客服 比价 ？ 天生 哭 天生 ？ 欺负 农村 套路 太深 经历 这件 事情 第一 时间 先 几个 订单 留证 建议 此条 评论 网购 爱好者 长 心 这年头 套路 太深 规则 变换
364,3,5,三个 月 手机 屏幕 弯
365,1,22,刚买 天 降 200 块钱 明明 发短信 说 价保 天 在意 短信 删除 降价 找 客服 客服 说 价保 天 购物 失望
366,5,18,物流 神速 拍照 给力 ！ 前 两张 三星 S9 拍 6sP 拍 n 习惯性 好评 后续 追评 ！
367,5,13,手机 不好 一段时间 发烫 本来 想 退货 客服 说 检测 敷衍 最终 换
368,3,20,样机 仓库 人员 调换 包装 没事 打开 包装 发现 摄像头 处 磕 痕迹 ！ ！ 希望 京东 卖 全新 ！
369,5,5,快递 速度 很快 商品 满意
370,5,3,妹妹 买 凑合
371,1,37,买 7P 协调 京东 同意 全额 退款 买 8P 天 京东 电话 告知 退货 问 当初 承诺 退货 导致 买 8P 京东 无耻 电商 客服 说 年 用户 重视 希望 我能 京东 买 东西 扯淡 不用 京东
372,2,46,第二个 送给 老婆 第一 信任 京东 自营 店里 便宜 几百块 第三 买 第一个 黑色 完美 n 收到 手机 背后 贴膜 气泡 拆开 侧身 一出 划痕 缺 一块 样子 还好 老婆 外地 等不及 退换 查 激活码 全新 京东 不太 信任 一星 快递 冒雨 送 一星 京东 服务
373,2,5,星期 显示 SIM卡 重启 没用
374,5,2,不错 失望
375,3,4,最初 弄 开心 解决
376,1,13,解释 月 号 买 新手机 软件 月份 ID 下载 更新 咨询 客服 回话
377,5,4,颜色 偏差 想象 鲜艳
378,5,5,对象 妈妈 买 行 开心
379,5,8,买 老婆 天 一切正常 外观 漂亮 运行 流畅
380,3,44,hellip hellip 充着 电 没充 一会 QQ 里 找 群往 下滑 屏幕 抖屏 （ 忘记 手机 录下来 ） 想 评价 写 吐 槽 微信 电话 为啥 切屏 一下子 京东 发货 草率 包个 纸 箱子 快递 速度 很快 摔坏 ？ 三星 后续 毛病 追加 ～
381,5,2,女票 买
382,5,6,只能 说 发烫 发烫 发烫 ！
383,3,30,收到 手机 打开 外观 手机 上方 缝里 东西 搞 半天 没弄 干净 性能 行 懒得 退 强迫症 玻璃 刮花 贴 膜 店员 放在 玻璃 桌上 贴 背面 划痕 只能 戴套
384,5,44,一段时间 评论 手机 百分百 正品 实体店 便宜 苹果 手机 质量 多任务 运行 卡顿 大屏 电影 很爽 快充 电量 重度 玩家 理想 玩能 玩 小时 玩 大型 游戏 没准 苹果 游戏 大部分 内存 费电 安卓 多元化 软件 安卓用 下载 东西 麻烦 连接 安卓机 蓝牙 还好
